Time (s),Thrust (lbf),Chamber (°C),Chamber (psi),Feedline (psi),Injector (psi),Ox Tank (psi)
6.40667,507.84482,38.23304,344.67494,657.98535,596.02588,609.07883
6.41,532.56431,38.16981,356.59275,658.31989,601.37876,610.91888
6.41333,532.56431,38.29629,331.43297,656.98172,601.37876,610.41706
6.41667,511.74782,38.29629,316.86678,658.65443,603.38602,610.24979
6.42,481.82383,37.85367,320.34283,657.81808,600.54234,611.58796
6.42333,475.31883,38.16981,328.12245,656.98172,596.36043,608.57701
6.42667,483.12484,37.9169,319.01861,658.31989,596.36043,611.42069
6.43,507.84482,37.72721,319.01861,655.81076,596.69497,609.74791
6.43333,496.13533,38.29629,345.33702,657.81808,598.36775,609.58064
6.43667,520.85482,37.98013,342.3576,657.6508,602.21512,612.42438
6.44,526.05931,37.9169,326.79829,656.31257,599.20417,609.41337
6.44333,553.38081,37.85367,335.07454,659.8254,601.21142,610.24979
6.44667,527.36031,37.79044,341.53,656.31257,597.69866,611.08615
6.45,546.8758,37.9169,338.55052,656.31257,594.85498,608.91156
6.45333,549.4778,37.34782,344.3439,658.65443,596.69497,610.91888
6.45667,511.74782,37.60076,327.46037,655.64348,601.04415,610.41706
6.46,493.53333,38.04336,330.60537,656.98172,598.0332,609.74791
6.46333,507.84482,37.34782,335.40558,657.81808,600.54234,611.58796
6.46667,514.34982,37.4743,322.32913,655.97803,598.70229,610.58433
6.47,513.04882,37.34782,329.28115,656.98172,596.69497,609.41337
6.47333,519.55382,37.15813,328.28803,657.81808,597.02957,610.24979
6.47667,483.12484,37.53753,320.50835,656.47984,598.20048,609.91518
6.48,506.54333,37.34782,337.22636,656.47984,599.03683,609.07883
6.48333,554.68181,37.34782,337.06084,657.48353,599.37144,610.91888
6.48667,536.46731,37.0949,323.32225,655.97803,597.69866,610.41706
6.49,545.5748,37.15813,320.67387,657.14899,596.02588,609.2461
6.49333,532.56431,36.77876,323.15673,657.31626,602.54966,610.41706
6.49667,471.41534,36.58905,312.39762,656.47984,598.86956,610.24979
6.5,441.49185,36.96845,323.65329,657.14899,599.53871,610.08252
6.50333,462.30834,36.84199,327.12933,657.14899,597.36412,611.9225
6.50667,523.45682,36.71553,324.97751,655.81076,596.19315,610.24979
6.51,532.56431,36.58905,326.30173,656.1453,597.36412,608.91156
6.51333,548.1768,36.39936,326.63277,658.82177,598.0332,609.58064
6.51667,500.03833,36.96845,321.99809,656.64718,600.54234,612.08978
6.52,524.75831,36.46259,316.37022,656.1453,598.36775,610.08252
6.52333,492.23233,36.77876,328.45355,657.81808,599.37144,609.91518
6.52667,498.73733,36.71553,332.75719,657.31626,598.36775,610.24979
6.53,462.30834,36.46259,315.21152,655.97803,599.03683,611.42069
6.53333,511.74782,36.71553,305.61112,656.47984,596.02588,609.91518
6.53667,459.70634,36.33614,314.54944,658.15262,599.37144,610.7516
6.54,468.81334,36.01999,311.0734,655.30894,598.0332,611.08615
6.54333,444.09385,36.39936,298.99013,657.98535,598.70229,609.2461
6.54667,477.92083,36.08322,309.74924,657.6508,598.53502,610.91888
6.55,544.2738,36.52582,331.59849,657.14899,597.69866,608.74428
6.55333,513.04882,36.58905,316.70126,657.81808,597.53139,610.91888
6.55667,490.93133,36.6523,299.48669,656.47984,598.70229,610.41706
6.56,468.81334,36.27291,332.92271,655.47621,595.85861,609.58064
6.56333,487.02784,36.14645,340.04026,656.81445,596.86224,608.24247
6.56667,464.91034,36.39936,308.92158,658.31989,598.20048,610.41706
6.57,475.31883,36.08322,310.74236,656.47984,599.03683,610.58433
6.57333,485.72684,36.52582,328.61907,657.6508,597.69866,609.41337
6.57667,561.1873,35.70383,319.01861,657.48353,600.04052,611.9225
6.58,493.53333,35.6406,313.55632,657.31626,596.69497,610.24979
6.58333,438.88936,36.01999,323.65329,656.64718,598.36775,608.57701
6.58667,431.08336,35.57737,310.08028,658.31989,596.5277,609.2461
6.59,484.42584,36.08322,305.28008,656.81445,600.2078,611.08615
6.59333,506.54333,35.89354,316.53574,656.47984,596.86224,611.25342
6.59667,467.51234,35.95676,314.54944,656.64718,597.86593,608.40974
6.6,506.54333,35.95676,313.88736,656.98172,596.36043,609.41337
6.60333,480.52283,35.76705,310.74236,657.31626,599.37144,610.58433
6.60667,485.72684,35.76705,300.47981,657.14899,598.70229,610.7516
6.61,454.50185,36.14645,317.85997,655.81076,596.69497,609.74791
6.61333,498.73733,35.6406,323.32225,657.14899,597.02957,609.91518
6.61667,524.75831,35.76705,309.74924,658.31989,597.36412,608.24247
6.62,487.02784,35.83031,312.06658,657.6508,597.86593,610.41706
6.62333,468.81334,35.76705,313.3908,656.1453,596.69497,611.42069
6.62667,497.43633,36.08322,304.2869,656.98172,597.19685,608.91156
6.63,485.72684,35.70383,313.22522,657.14899,599.20417,609.58064
6.63333,464.91034,35.51414,331.26745,658.48716,596.36043,610.24979
6.63667,511.74782,36.08322,317.36334,656.98172,598.70229,610.24979
6.64,533.86531,35.76705,298.16247,656.31257,596.69497,611.42069
6.64333,509.14582,35.57737,328.45355,656.81445,597.19685,608.91156
6.64667,483.12484,35.83031,335.73662,657.48353,598.36775,609.2461
6.65,412.86886,34.94506,304.61794,656.81445,600.04052,610.24979
6.65333,539.06931,35.57737,325.63959,656.81445,597.53139,611.58796
6.65667,526.05931,35.51414,343.5163,656.81445,597.69866,609.07883
6.66,528.66131,35.83031,310.90788,657.14899,598.86956,610.24979
6.66333,542.9728,35.70383,310.57684,658.31989,597.69866,610.7516
6.66667,533.86531,35.13477,340.04026,657.48353,598.53502,609.58064
6.67,488.32884,35.198,330.10875,656.47984,595.52407,609.58064
6.67333,474.01783,35.13477,308.42502,656.81445,596.36043,607.74059
6.67667,484.42584,35.38768,321.66699,659.15631,598.20048,608.24247
6.68,536.46731,35.32445,341.36448,657.14899,599.70598,609.91518
6.68333,568.9933,35.13477,318.19101,655.64348,597.19685,609.41337
6.68667,520.85482,34.88183,303.95586,658.98904,598.70229,609.07883
6.69,475.31883,34.8186,331.76401,656.98172,599.20417,610.24979
6.69333,506.54333,34.75537,321.00491,656.47984,597.19685,610.58433
6.69667,459.70634,35.45091,309.25268,656.47984,596.69497,608.91156
6.7,509.14582,35.07154,318.68757,657.31626,596.5277,608.24247
6.70333,518.25282,34.94506,331.76401,657.31626,597.36412,610.41706
6.70667,535.16631,34.88183,334.57791,655.97803,597.36412,611.58796
6.71,523.45682,35.00831,320.67387,655.47621,599.03683,609.2461
6.71333,501.33933,35.198,307.92846,657.31626,597.53139,609.07883
6.71667,505.24233,35.32445,304.94904,658.15262,597.86593,610.08252
6.72,468.81334,35.00831,317.69445,654.80713,597.53139,609.2461
6.72333,468.81334,34.56569,329.28115,657.48353,598.20048,609.2461
6.72667,500.03833,34.88183,313.3908,657.6508,598.20048,609.58064
6.73,476.61983,35.00831,316.86678,656.31257,599.03683,609.91518
6.73333,485.72684,34.94506,330.10875,656.64718,597.86593,608.24247
6.73667,468.81334,34.8186,309.74924,658.98904,597.53139,608.91156
6.74,488.32884,34.376,300.47981,656.81445,600.2078,610.24979
6.74333,567.6923,34.31277,328.45355,655.81076,594.18583,609.91518
6.74667,510.44682,34.8186,326.46725,657.14899,597.69866,610.08252
6.75,483.12484,34.88183,307.76294,657.48353,597.86593,609.41337
6.75333,490.93133,34.50246,314.54944,655.81076,598.86956,609.91518
6.75667,488.32884,34.69214,328.61907,656.81445,596.86224,608.40974
6.76,471.41534,34.43923,314.88048,658.82177,597.53139,609.58064
6.76333,529.96231,34.62892,305.11456,656.98172,596.36043,608.91156
6.76667,520.85482,34.75537,328.95011,659.15631,600.54234,608.91156
6.77,509.14582,34.12306,325.97063,656.98172,598.70229,610.24979
6.77333,500.03833,34.376,313.72184,657.31626,598.20048,608.24247
6.77667,502.64033,34.75537,311.23898,657.98535,596.02588,610.24979
6.78,477.92083,34.50246,316.53574,656.47984,594.68765,608.24247
6.78333,493.53333,34.31277,312.72866,657.81808,596.5277,610.41706
6.78667,475.31883,34.43923,311.73554,655.97803,598.36775,608.24247
6.79,515.65082,34.94506,329.77771,658.48716,599.20417,609.91518
6.79333,497.43633,33.99661,313.88736,657.14899,600.87688,609.91518
6.79667,488.32884,34.376,300.14877,656.1453,596.36043,609.41337
6.8,511.74782,34.24954,318.35653,656.98172,593.68402,609.58064
6.80333,483.12484,34.18632,331.92953,657.81808,597.19685,610.08252
6.80667,466.21134,34.05983,311.4045,655.64348,599.03683,609.74791
6.81,518.25282,34.12306,298.49357,656.81445,597.36412,609.2461
6.81333,488.32884,33.93338,314.38392,658.15262,598.70229,610.24979
6.81667,481.82383,34.05983,329.77771,656.31257,596.02588,609.74791
6.82,494.83433,34.05983,317.36334,657.31626,595.52407,608.24247
6.82333,493.53333,33.80692,307.59742,658.15262,597.53139,609.58064
6.82667,520.85482,33.42755,329.61219,656.98172,598.0332,610.08252
6.83,484.42584,34.05983,323.32225,657.6508,601.21142,608.24247
6.83333,510.44682,33.74369,305.28008,656.47984,598.53502,610.91888
6.83667,507.84482,33.80692,328.61907,656.1453,596.19315,607.90793
6.84,488.32884,33.68046,337.06084,657.81808,595.3568,609.2461
6.84333,503.94133,33.74369,319.68068,655.81076,594.52038,609.58064
6.84667,506.54333,33.87015,305.4456,659.15631,596.36043,608.91156
6.85,505.24233,33.74369,312.39762,657.48353,599.37144,610.58433
6.85333,449.29785,33.80692,317.85997,657.14899,598.70229,609.41337
6.85667,519.55382,34.31277,316.03918,657.48353,598.36775,608.24247
6.86,476.61983,33.68046,329.61219,657.48353,596.19315,609.58064
6.86333,493.53333,33.55401,313.3908,657.48353,595.18953,610.91888
6.86667,487.02784,33.74369,297.83143,655.81076,595.18953,609.91518
6.87,502.64033,33.74369,319.68068,657.14899,597.53139,609.91518
6.87333,516.95182,34.05983,337.88844,657.31626,595.69134,609.2461
6.87667,470.11434,33.55401,316.37022,658.48716,599.03683,608.74428
6.88,516.95182,33.49078,308.2595,655.47621,597.36412,609.58064
6.88333,574.1973,33.55401,339.04714,656.98172,595.69134,608.0752
6.88667,507.84482,33.68046,321.33595,658.98904,596.86224,608.91156
6.89,522.15582,33.36432,299.81773,657.48353,595.85861,608.91156
6.89333,497.43633,33.87015,320.83939,657.31626,596.36043,610.24979
6.89667,541.6718,33.23784,341.36448,657.31626,600.2078,609.91518
6.9,500.03833,33.49078,313.72184,655.14167,594.52038,608.24247
6.90333,503.94133,33.42755,306.43872,657.14899,596.02588,607.23878
6.90667,502.64033,33.04815,351.29592,658.98904,596.69497,609.2461
6.91,494.83433,33.55401,352.62015,655.14167,598.36775,608.74428
6.91333,502.64033,33.55401,317.85997,657.98535,595.85861,608.57701
6.91667,574.1973,33.23784,315.046,656.47984,599.20417,609.91518
6.92,580.70279,33.23784,341.86104,656.98172,596.19315,607.57332
6.92333,562.4883,33.04815,340.70234,658.15262,597.19685,608.91156
6.92667,506.54333,33.55401,311.57002,656.1453,595.85861,608.91156
6.93,479.22183,33.49078,337.88844,656.81445,596.86224,607.74059
6.93333,519.55382,33.23784,353.11671,657.98535,596.69497,610.41706
6.93667,500.03833,32.9217,321.17043,656.1453,598.36775,610.08252
6.94,515.65082,33.49078,326.30173,657.14899,596.02588,607.90793
6.94333,514.34982,33.11138,352.95119,657.81808,598.0332,609.41337
6.94667,539.06931,33.04815,324.97751,656.81445,595.02225,609.2461
6.95,548.1768,33.36432,306.93534,657.14899,597.86593,608.40974
6.95333,529.96231,33.36432,330.93641,656.1453,599.87325,608.91156
6.95667,537.76831,33.30107,350.63384,657.48353,598.36775,607.90793
6.96,511.74782,32.79524,320.01179,657.48353,598.53502,609.58064
6.96333,527.36031,32.60555,317.0323,657.14899,595.02225,609.41337
6.96667,522.15582,33.49078,351.1304,656.98172,595.69134,608.24247
6.97,484.42584,32.79524,321.33595,657.81808,598.20048,607.74059
6.97333,510.44682,32.41584,309.58372,657.14899,600.2078,611.08615
6.97667,531.26331,32.35261,345.1715,655.81076,596.36043,608.40974
6.98,554.68181,32.9217,337.88844,657.14899,597.36412,608.40974
6.98333,533.86531,32.73201,313.0597,657.98535,597.19685,609.2461
6.98667,539.06931,32.60555,323.15673,657.98535,594.68765,609.91518
6.99,553.38081,32.9217,354.60645,656.47984,596.69497,607.74059
6.99333,494.83433,32.60555,331.43297,658.31989,595.3568,610.58433
6.99667,516.95182,32.54232,313.3908,656.98172,599.03683,610.41706
7,514.34982,32.73201,344.3439,657.81808,597.02957,607.74059
7.00333,531.26331,32.35261,333.41927,657.14899,598.36775,609.74791
7.00667,510.44682,32.41584,308.09398,657.31626,595.85861,607.40605
7.01,501.33933,32.47907,332.26057,658.82177,595.3568,608.57701
7.01333,553.38081,32.41584,357.25483,656.81445,596.5277,610.41706
7.01667,539.06931,32.60555,330.27427,656.98172,596.86224,607.90793
7.02,542.9728,32.54232,317.85997,658.82177,599.03683,609.07883
7.02333,520.85482,32.16293,342.85416,657.31626,596.5277,609.2461
7.02667,518.25282,32.54232,342.85416,659.15631,596.02588,608.57701
7.03,553.38081,32.28939,313.0597,655.97803,595.3568,609.58064
7.03333,527.36031,32.41584,315.70814,657.48353,593.85129,608.74428
7.03667,502.64033,32.73201,349.30962,658.31989,595.02225,607.57332
7.04,535.16631,32.35261,331.43297,658.82177,598.20048,608.91156
7.04333,488.32884,32.22616,309.25268,657.48353,597.69866,609.58064
7.04667,479.22183,32.03647,327.62589,658.15262,595.3568,607.57332
7.05,537.76831,31.78356,351.29592,658.31989,596.86224,609.07883
7.05333,559.8863,32.0997,340.53682,655.64348,596.19315,609.74791
7.05667,540.37031,32.66878,318.02549,656.64718,594.18583,608.24247
7.06,555.98281,31.91001,328.95011,657.31626,600.70961,608.57701
7.06333,540.37031,31.91001,349.80625,657.81808,599.03683,610.24979
7.06667,529.96231,32.03647,340.53682,656.1453,594.52038,607.90793
7.07,507.84482,32.16293,318.52205,658.82177,594.01856,608.57701
7.07333,535.16631,32.16293,337.5574,657.98535,593.51675,610.7516
7.07667,541.6718,31.78356,352.45463,656.47984,597.02957,609.07883
7.08,562.4883,32.41584,338.385,656.98172,597.02957,606.56969
7.08333,518.25282,32.03647,338.05396,657.81808,599.03683,608.0752
7.08667,553.38081,32.16293,341.19896,658.48716,597.69866,608.74428
7.09,535.16631,31.84679,330.77089,656.64718,596.69497,608.91156
7.09333,523.45682,31.34093,320.01179,656.81445,591.17489,609.91518
7.09667,509.14582,32.22616,314.38392,657.48353,593.68402,608.0752
7.1,539.06931,31.97324,340.70234,657.81808,596.19315,608.91156
7.10333,540.37031,31.40416,346.82676,656.1453,598.0332,609.2461
7.10667,492.23233,32.22616,336.89532,657.98535,597.36412,607.90793
7.11,558.5853,31.84679,332.26057,658.48716,599.37144,608.91156
7.11333,548.1768,32.03647,331.92953,656.31257,595.69134,607.40605
7.11667,493.53333,32.22616,331.59849,657.98535,593.18221,609.2461
7.12,498.73733,31.84679,321.83251,656.98172,593.01493,607.57332
7.12333,545.5748,32.0997,317.19782,657.98535,595.69134,607.57332
7.12667,518.25282,31.72033,335.07454,657.31626,598.70229,608.40974
7.13,540.37031,31.53062,349.1441,656.98172,598.36775,608.91156
7.13333,524.75831,32.28939,343.01968,658.48716,598.53502,608.24247
7.13667,561.1873,31.97324,325.63959,656.47984,596.69497,608.74428
7.14,516.95182,31.91001,315.70814,657.48353,592.68039,608.74428
7.14333,531.26331,31.53062,335.90214,658.31989,595.18953,608.91156
7.14667,494.83433,32.28939,353.11671,654.47252,595.52407,607.90793
7.15,500.03833,31.72033,342.3576,658.82177,600.04052,609.2461
7.15333,553.38081,31.72033,336.72974,656.81445,599.03683,608.24247
7.15667,571.5953,32.28939,334.24687,658.31989,598.86956,608.24247
7.16,565.0903,31.40416,326.13615,657.14899,593.68402,607.74059
7.16333,578.10079,31.72033,345.5026,658.31989,593.01493,607.23878
7.16667,488.32884,31.46739,326.30173,657.98535,595.3568,608.74428
7.17,500.03833,31.65708,319.01861,657.31626,595.69134,607.57332
7.17333,518.25282,31.84679,347.81994,658.82177,596.86224,609.58064
7.17667,527.36031,31.72033,338.71604,655.81076,597.36412,607.90793
7.18,533.86531,31.72033,332.75719,657.81808,594.85498,607.23878
7.18333,582.00379,31.78356,349.30962,658.65443,595.85861,608.24247
7.18667,597.61628,31.34093,349.30962,657.81808,596.02588,607.90793
7.19,533.86531,31.78356,332.42609,657.81808,594.68765,607.23878
7.19333,529.96231,31.53062,336.06766,658.82177,598.36775,607.74059
7.19667,550.7788,31.53062,350.13729,658.31989,595.3568,608.40974
7.2,554.68181,32.28939,339.21266,657.31626,595.85861,606.90424
7.20333,559.8863,31.65708,342.3576,658.48716,597.02957,608.57701
7.20667,558.5853,31.65708,338.55052,656.1453,593.85129,607.57332
7.21,520.85482,32.03647,319.51516,658.65443,595.3568,607.23878
7.21333,480.52283,31.72033,340.20578,655.97803,597.53139,608.40974
7.21667,509.14582,32.03647,349.47514,657.31626,594.68765,607.40605
7.22,539.06931,32.03647,344.17838,658.65443,596.02588,607.57332
7.22333,552.07981,31.53062,352.12359,657.14899,597.53139,607.57332
7.22667,575.49879,31.53062,357.58587,656.81445,595.18953,607.74059
7.23,601.51928,31.40416,346.82676,656.64718,595.3568,607.23878
7.23333,602.82028,31.84679,332.09505,658.82177,596.02588,607.07151
7.23667,558.5853,31.40416,322.82569,658.15262,596.69497,608.24247
7.24,524.75831,31.34093,337.5574,656.98172,594.18583,608.57701
7.24333,483.12484,31.72033,342.19208,659.15631,595.3568,606.73696
7.24667,501.33933,31.46739,324.48095,657.81808,595.52407,608.74428
7.25,519.55382,31.78356,344.17838,656.47984,595.69134,606.90424
7.25333,501.33933,31.65708,358.08243,658.65443,597.86593,607.40605
7.25667,531.26331,31.40416,332.26057,657.31626,594.68765,609.2461
7.26,545.5748,31.84679,338.05396,656.81445,592.84766,607.57332
7.26333,576.79979,31.21448,350.79936,659.15631,593.34948,606.56969
7.26667,572.8963,31.2777,336.72974,656.1453,595.3568,608.24247
7.27,574.1973,31.46739,330.27427,658.15262,594.18583,606.40242
7.27333,565.0903,31.40416,340.86786,658.48716,597.19685,607.23878
7.27667,502.64033,31.34093,348.64754,656.1453,595.02225,606.73696
7.28,520.85482,31.78356,342.3576,657.48353,593.85129,606.06788
7.28333,541.6718,31.40416,344.01286,658.15262,593.85129,606.40242
7.28667,555.98281,31.21448,323.15673,656.31257,595.69134,607.90793
7.29,493.53333,31.40416,310.74236,655.64348,593.34948,607.90793
7.29333,492.23233,31.53062,333.58479,657.48353,595.18953,605.566
7.29667,505.24233,31.59385,336.89532,658.31989,593.51675,607.07151
7.3,502.64033,31.21448,323.48777,657.6508,595.52407,608.0752
7.30333,513.04882,31.53062,318.68757,657.48353,590.33846,606.56969
7.30667,528.66131,31.34093,326.79829,658.82177,594.52038,606.40242
7.31,519.55382,31.08802,330.93641,658.31989,597.53139,608.24247
7.31333,537.76831,30.96156,344.50942,655.81076,594.68765,607.90793
7.31667,565.0903,31.21448,347.98546,656.31257,594.68765,605.23146
7.32,574.1973,31.21448,352.45463,658.65443,593.51675,606.56969
7.32333,522.15582,30.96156,356.09619,658.98904,595.02225,605.90061
7.32667,548.1768,30.70862,358.08243,658.31989,594.68765,607.57332
7.33,555.98281,31.91001,352.28911,655.30894,593.01493,606.40242
7.33333,595.01428,31.34093,350.46832,658.65443,595.85861,606.56969
7.33667,635.34627,31.2777,350.13729,658.15262,596.69497,606.56969
7.34,571.5953,31.21448,330.10875,657.31626,597.02957,607.57332
7.34333,505.24233,31.02479,335.73662,656.31257,592.17851,605.566
7.34667,519.55382,31.46739,338.05396,657.31626,594.01856,606.06788
7.35,516.95182,30.70862,324.31543,658.65443,592.84766,608.24247
7.35333,546.8758,30.58217,337.22636,656.47984,592.68039,605.566
7.35667,535.16631,31.46739,352.12359,657.48353,594.52038,605.73334
7.36,494.83433,30.89833,327.12933,656.98172,595.02225,605.90061
7.36333,485.72684,30.96156,324.81199,657.81808,592.34579,604.89691
